production,movie_title 
" DreamWorks, Reliance Entertainment, Michael De Luca Productions",Fright Night
" American Entertainment Investors, Digital Anvil, No Prisoners",Wing Commander
 Di Bonaventura Pictures,The Last Stand
" Alcon Entertainment, Trademark Films, C.R.G. International",Chasing Liberty
" Lions Gate Films, Artists Production Group (APG), 2929 Productions",Godsend - O Enviado
" The Weinstein Company, Kanbar Entertainment, HW Two",Hoodwinked Too! Hood vs. Evil
" Regency Enterprises, New Regency Pictures, Appian Way",Runner Runner
 RVK Studios,Trapped            
" Miramax, Revolution Studios, Initial Entertainment Group (IEG)",Uma Vida Inacabada
" Infinity Features Entertainment, Poo Poo Pictures, Parnassus Productions",The Imaginarium of Doctor Parnassus
" The Ladd Company, Embassy International Pictures, Producers Sales Organization (PSO)",Once Upon a Time in America
" FilmDistrict, IM Global, WWE Studios",Dead Man Down
" TriStar Pictures, Freddie Fields Productions",Glory
" Serendipity Point Films, Fandango, Lyla Films",A Minha Versão do Amor
" Metro-Goldwyn-Mayer (MGM), Hyde Park Entertainment, Industry Entertainment",Antitrust
" Alliance Atlantis Communications, Double Down Productions Ltd., Metropolitan Films",O Bom Ladrão
" Movision, Avenue Pictures, UK Film Council",The Merchant of Venice
" Phoenix Pictures, UK Film Council, Grosvenor Park Media",Miss Potter
" 21 Century Shengkai Film, Capgen Investment Group, China Film Group Corporation (CFGC)",A Promessa
" Warner Bros., Jesse Films Inc., Scott Free Productions",The Assassination of Jesse James by the Coward Robert Ford
" Beijing Alnair Culture & Media, Changchun Film Studio, China City Construction",1911
" Constantin Film, VIP 4 Medienfonds, Mindfire Entertainment",DOA: Dead or Alive
 Tag Entertainment,Supercross
" Lionsgate, SJ Heat Productions, Sierra / Affinity",Wild Card
" Constantin Film, Ambient Entertainment GmbH, White Horse Pictures",Animais Unidos Jamais Serão Vencidos
" Relativity Media, Virgin Produced, Apparatus Productions",Machine Gun Preacher
" Stone Angels, YRF Entertainment, Umedia",Grace de Mónaco
" Baby Films, Cattleya, Mr. Mudd",Ripley's Game
" Leuviah Films, Thelma Films",Paixões Unidas
" Banana Films, Arsam International, Film Afrika Worldwide",Goodbye Bafana
" Annapurna Pictures, Columbia Pictures Corporation, Point Grey Pictures",Sausage Party
" Fox 2000 Pictures, Tree Line Film, Konrad Pictures",Walk the Line
" Art Pictures Studio, Glukoza Production",A Warrior's Tail
" Spyglass Entertainment, Touchstone Pictures, Triple Threat Talent",Keeping the Faith
" Fidélité Productions, Wild Bunch, M6 Films",Little Nicholas
" Brownstone Productions (II), Gold Circle Films, Universal Pictures",Pitch Perfect 2
" Polygram Filmed Entertainment, Working Title Films",The Borrowers
 Atlas Entertainment,12 Monkeys            
" Miramax, Mad Chance, Section Eight",Confessions of a Dangerous Mind
" Universal Pictures, Imagine Entertainment, Working Title Films",Frost/Nixon
" Touchstone Pictures, Kasdan Pictures",Mumford
" FTM Productions, Halsted Pictures, Illusion Entertainment",Divórcio de Milhões
" Mandalay Pictures, Warner Independent Pictures (WIP), 2929 Productions",Colete de Forças
" Gary Sanchez Productions, On the Day, Universal Pictures",The Boss
" Rogue Pictures, David Kirschner Productions, Castel Film Romania",A Semente de Chucky
" Universal Pictures, Marble Arch Productions",Cry Freedom
" Walt Disney Pictures, Silver Screen Partners IV, Walt Disney Feature Animation",Aladdin
" Universal Pictures, Legendary Entertainment, New Line Cinema",Straight Outta Compton
" Paramount Pictures, David Brown Productions, Phase 1 Productions",Along Came a Spider
" Paramount Pictures, Nickelodeon Movies, Klasky-Csupo",The Rugrats Movie
" Paramount Pictures, Lucasfilm",Indiana Jones and the Temple of Doom
" Columbia Pictures Corporation, Dimension Films, Troublemaker Studios",Once Upon a Time in Mexico
" Twentieth Century Fox, Gordon Company, Silver Pictures",Die Hard
" Universal Pictures, Relativity Media, Stuber/Parent",Modelos Nada Correctos
 Focus Features,Taking Woodstock
" Qwerty Films, Pathé Pictures International, BBC Films",Florence Foster Jenkins
" Pop Pop Productions, Determination Productions, Mayhem Pictures",Miracle
" Strike Entertainment, New Amsterdam Entertainment, Metropolitan Filmexport",Dawn of the Dead
" Paramount Pictures, Regency Enterprises, Plan B Entertainment",The Big Short
 Toei Animation,Harlock: Space Pirate
" Touchstone Pictures, American Empirical Pictures",The Royal Tenenbaums
" Columbia Pictures Corporation, Konrad Pictures",Identity
" CBS Films, Good Universe, Laurence Mark Productions",Last Vegas
" Miramax, Tapestry Films, Simon Fields Productions",Serendipity
" Columbia Pictures Corporation, Dee Gee Entertainment, IMF Internationale Medien und Film GmbH & Co. Produktions KG",The Wedding Planner
" Largo Entertainment, JVC Entertainment Networks, Signature Pictures",Patrulha do Tempo
" Relativity Media, Temple Hill Entertainment, Nicholas Sparks Productions",Safe Haven
 Eon Productions,For Your Eyes Only
" Paramount Pictures, Village Roadshow Pictures, VH1 Television",Zoolander
" Columbia Pictures Corporation, Media Rights Capital (MRC), Red Hour Films",30 Minutes or Less
" Marv Films, Plan B Entertainment",Kick-Ass
" Rhythm & Hues Studios, Touchwood Pacific Partners 1, Walt Disney Pictures",Hocus Pocus
" Dimension Films, Neo Art & Logic, Wes Craven Films",Dracula 2000
" Walt Disney Pictures, 21 Laps Entertainment, The Jim Henson Company","Alexander and the Terrible, Horrible, No Good, Very Bad Day"
" Castle Rock Entertainment, Storefront Pictures, Village Roadshow Pictures",No Reservations
" United Artists, Talisman Productions",Rob Roy
" The Ladd Company, Shaw Brothers, Warner Bros.",Blade Runner
" Columbia Pictures Corporation, 2929 Productions, Industry Entertainment",We Own the Night
" Focus Features, Universal Pictures, StudioCanal",Pride & Prejudice
" Relativity Media, EuropaCorp, Aéroports de Paris",3 Days to Kill
" Prufrock Pictures, Avery Pix, Castle Rock Entertainment",Lost Souls
" Relativity Media, Robert Simonds Productions, Spy Next Door",The Spy Next Door
" Galatée Films, France 2 Cinéma, France 3 Cinéma",Winged Migration
" Universal Pictures, The Bubble Factory, Sheinberg Productions",A Simple Wish
" New Regency Pictures, Cheyenne Enterprises, Regency Enterprises",Just My Luck
" Participant Media, Smokehouse Pictures",Our Brand Is Crisis
" Baldwin/Cohen Productions, Hollywood Pictures, Rocking Chair Productions",Alaska Escaldante
" Cross Creek Pictures, MadRiver Pictures, QC Entertainment",Pride and Prejudice and Zombies
" De Fina-Cappa, Dune Films, Refuge Productions Inc.",Kundun
" Screen Gems, Storm King Productions, Animationwerks",Ghosts of Mars
" Universal Pictures, Marv Films",Kick-Ass 2
" Number 9 Films, Film4, Intandem Films",How to Lose Friends & Alienate People
" Universal Pictures, Apatow Productions",Knocked Up
" Relativity Media, EuropaCorp, Transfilm",Bairro 13
" Curmudgeon Films, Gran Via Productions, Mark Johnson Productions",My Sister's Keeper
" Estudios Picasso, Origen Producciones Cinematograficas S.A., NBC Universal Global Networks",Captain Alatriste: The Spanish Musketeer
" EMI Films, Home Box Office (HBO), Thorn EMI Screen Entertainment",A Passage to India
" Universal Pictures, Spyglass Entertainment, Stuber/Parent","Welcome Home, Roscoe Jenkins"
" Fox Searchlight Pictures, DNA Films, UK Film Council",Notes on a Scandal
" United Artists, Eon Productions, Danjaq",Octopussy
" Anonymous Content, Level 1 Entertainment, MID Foundation",Rendition
" K/O Paper Products, Action This Day!, Relativity Television",Limitless            
 Paramount Pictures,Star Trek VI: The Undiscovered Country
" Alcon Entertainment, DiNovi Pictures, Alloy Entertainment",The Sisterhood of the Traveling Pants 2
" Paramount Pictures, Rysher Entertainment",Kiss the Girls
 Universal Pictures,The Blues Brothers
" All Girl Productions, Gaylord Films",Divine Secrets of the Ya-Ya Sisterhood
" Universal Pictures, StudioCanal, Tribeca Productions",About a Boy
" Fox 2000 Pictures, Phoenix Pictures, Rocking Chair Productions",Lake Placid
" The Weinstein Company, Ascendant Pictures, FilmEngine",Lucky Number Slevin
 The Ladd Company,The Right Stuff
" Columbia Pictures Corporation, Relativity Media, Centropolis Entertainment",Anonymous
" Alcon Entertainment, Farrell Paura Productions, Gospel Truth Pictures",Joyful Noise
" Mystery Clock Cinema, New Line Cinema",Cidade Misteriosa
" Constantin Film, Bavaria Studios, Westdeutscher Rundfunk (WDR)",The NeverEnding Story
" Paramount Vantage, Pathé, BBC Films",The Duchess
" Jackie Gleason Enterprises, Paramount Television",The Honeymooners            
" Paramount Vantage, Misher Films, Anonymous Content",Case 39
" BMI (No. 9) Ltd., Oz Productions Ltd., Silver Screen Partners II",Return to Oz
" New Line Cinema, Hannah Rachel Production Services, MERADIN Zweite Productions",Martian Child
" Paramount Pictures, Intermedia Films, Lakeshore Entertainment",Suspect Zero
" Dimension Films, Troublemaker Studios, Spy Kids 4 SPV",Spy Kids 4: All the Time in the World
" Twentieth Century Fox, Detour Filmproduction, Newton Boys Ventures",The Newton Boys
" TriStar Pictures, LStar Capital, Smokehouse Pictures",Money Monster
" Dimension Films, Intermedia Films, Outlaw Productions (I)",Caçadores de Mentes
" Serendipity Point Films, Odessa Films, Company Pictures",A Declaração
" Alliance Atlantis Communications, Focus Films, Fifty First Films",Formula 51
 Tribeca Productions,Flawless
" Columbia Pictures Corporation, Relativity Media, Happy Madison Productions",Paul Blart: Mall Cop
" 2929 Productions, Art Linson Productions, Linson Entertainment",What Just Happened
" Idéale Audience, Peter Moores Foundation",The Magic Flute
" Universal Pictures, Apatow Productions",The 40 Year Old Virgin
" Universal Pictures, Miramax, The Bedford Falls Company",Shakespeare in Love
" Casual Friday Productions, Gunn Films, Walt Disney Pictures",Freaky Friday
" 1984 Private Defense Contractors, Cross Creek Pictures, Da Vinci Media Ventures",A Walk Among the Tombstones
" Imagine Entertainment, Universal Pictures",Kindergarten Cop
 Twentieth Century Fox,Ever After: A Cinderella Story
" Columbia Pictures Corporation, Relativity Media, Apatow Productions",Pineapple Express
" Columbia Pictures Corporation, Stonebridge Entertainment",Flatliners
" Touchstone Pictures, Cobalt Media Group, Beacon Pictures",Open Range
" DreamWorks, BenderSpink, Craven-Maddalena Films",Red Eye
" Bluebush Productions, 3 Arts Entertainment, FX Productions",It's Always Sunny in Philadelphia            
" New Line Cinema, Zide-Perry Productions",Final Destination 2
" Paramount Pictures, De Line Pictures, Phoenix International",Pain & Gain
" Screen Gems, Bold Films",Legion
" Paramount Pictures, Nickelodeon Movies, Valhalla Motion Pictures",Clockstoppers
" Touchstone Pictures, Universal Pictures, StudioCanal","O Brother, Where Art Thou?"
 Joseph E. Levine Productions,A Bridge Too Far
" Columbia Pictures Corporation, Delphi IV Productions, Eaves Movie Ranch",Silverado
" Dylan Sellers Productions, Metro-Goldwyn-Mayer (MGM), Splendid Pictures",Agent Cody Banks 2: Destination London
" Universal Pictures, Depth of Field",In Good Company
" Lionsgate, Relativity Media, Sighvatsson Films",Brothers
" Metro-Goldwyn-Mayer (MGM), Hyde Park Entertainment, Via Rosa Productions",Original Sin
" Twentieth Century Fox, Intermedia Films, Mediastream Vierte Film GmbH & Co. Vermarktungs KG",Welcome to Mooseport
" New Line Cinema, Rice Films, Karz Entertainment",New Year's Eve
" Polygram Filmed Entertainment, Interscope Communications",Snow White: A Tale of Terror
" Recorded Picture Company (RPC), Fox Searchlight Pictures, Marmont Productions",Blood and Wine
" Intrepid Pictures, FilmNation Entertainment, Galavis Film",The Raven
" K. JAM Media, Persistent Entertainment, Vocal Yokels",Accidental Love
" Fallingcloud, Initial Groupe, Karambole Films Productions",Highlander: The Final Dimension
" Universal Pictures, American Films, The Bubble Factory",Flipper
 Icon Productions,The Passion of the Christ
" Endgame Entertainment, Ram Bergman Productions",Self/less
" DreamWorks, VCL Communications, Gravier Productions",The Curse of the Jade Scorpion
" Twentieth Century Fox, Blue Wolf Productions",Mrs. Doubtfire
" United Artists, The Guber-Peters Company, Star Partners II Ltd.",Rain Man
" Focus Features, UK Film Council, Potboiler Productions",The Constant Gardener
" EuropaCorp, M6 Films, Grive Productions",Taken
" Matten Productions, Double Nickel Entertainment, Gerber Pictures",Gran Torino
" Universal Pictures, Amblin Entertainment",Schindler's List
" DiNovi Pictures, Relativity Media",The Best of Me
" DreamWorks, Reliance Entertainment, Participant Media",The Fifth Estate
" DreamWorks, Reliance Entertainment, Participant Media",The Help
" Lionsgate, QED International, Omnilab Media",W.
" Warner Bros., Mosaic Media Group",Scooby-Doo 2: Monsters Unleashed
" Kasdan Pictures, Tig Productions, Warner Bros.",The Bodyguard
" Ankor-Film, Galaxy Vision, Marins Group Entertaiment",Forbidden Kingdom
" New Line Cinema, Cecchi Gori Group Tiger Cinematografica, Avery Pix",Freddy vs. Jason
" Paramount Pictures, Nickelodeon Movies, DNA Productions",Jimmy Neutron: Boy Genius
" Paramount Pictures, Bad Robot, Cloverfield Productions",Cloverfield
" Golden Harvest Company, New Line Cinema, Northshore Investments Ltd.",Teenage Mutant Ninja Turtles II: The Secret of the Ooze
 Paramount Pictures,The Untouchables
" BBC Films, Cattleya, Hornil Brothers Productions",The Face of an Angel
" Paramount Vantage, Miramax, Scott Rudin Productions",No Country for Old Men
" Universal Pictures, Relativity Media, Cube Vision",Ride Along
" Miramax, David Brown Productions, Fat Free",Chocolat
" Miramax, Universal Pictures, StudioCanal",Bridget Jones's Diary
" Paramount Pictures, Cold Spring Pictures, Spyglass Entertainment",No Strings Attached
" Metro-Goldwyn-Mayer (MGM), Marc Platt Productions, Type A Films","Legally Blonde 2: Red, White & Blonde"
" Hollywood Pictures, Cinergi Pictures Entertainment, Alphaville Films",Tombstone
" Warner Bros., Village Roadshow Pictures, DiNovi Pictures",The Lucky One
" Twentieth Century Fox, Walden Media, Chernin Entertainment",Parental Guidance
" Miramax, FilmColony, Keylight Productions",Finding Neverland
" Walden Media, Hal Lieberman Company, Lauren Levine Productions Inc.",Bridge to Terabithia
" Warner Bros., Silver Pictures",Romeo Must Die
" Twentieth Century Fox, Harvey Bernhard Productions, Mace Neufeld Productions",The Omen
